Entity ID,NPI Name,Category,Latitude,Longitude
D0008,ARAM SARKISYAN,Primary Care,26.4385515,-80.1195357
D0008,ARNOLD CHA,Primary Care,26.4385515,-80.1195357
D0008,AUDREY LIU,Primary Care,26.4385515,-80.1195357
D0008,DANIELLE NEUMAN,Primary Care,26.4385515,-80.1195357
D0008,DAVID NEUMAN,Primary Care,26.4385515,-80.1195357
D0008,EFROSINI BARISH,Primary Care,26.4385515,-80.1195357
D0008,GULNARA TALDIBAEVA-PUGLIESE,Primary Care,26.4385515,-80.1195357
D0008,KARI TANNENBAUM,Primary Care,26.4385515,-80.1195357
D0008,REGITHA SEBASTIAN,Primary Care,26.4385515,-80.1195357
D0008,RICHARD SEIDELMAN,Primary Care,26.4385515,-80.1195357
D0008,WILLIAM SHAPSE,Primary Care,26.4385515,-80.1195357
D0008,DIGNA ESPINOSA,Primary Care,26.1762836,-81.7111498
D0008,JAIME SAAP-NUNO,Primary Care,26.1762836,-81.7111498
D0008,ROSA ZAPATA,Primary Care,26.1762836,-81.7111498
D0008,ARMANDO CURRA,Primary Care,25.9853364,-80.1465654
D0008,LUIS MOYA,Primary Care,25.9853364,-80.1465654
D0008,MARIA CORTTI FERRARI,Primary Care,26.0067631,-80.3196133
D0008,MICHAEL MCKENZIE,Primary Care,25.9853364,-80.1465654
D0008,BIRJIS ALAM,Primary Care,25.9802657,-80.3169804
D0008,RIZWANA SHAIKH,Primary Care,25.9802657,-80.3169804
D0008,FELIX GUZMAN,Primary Care,25.6556807,-80.3977868
D0008,YEVGENIYA GOLBRAYKH,Primary Care,25.9344438,-80.1233994
D0008,HUMAIRA KHAN,Primary Care,26.16305,-80.21684
D0008,JUVENAL MARTINEZ,Primary Care,25.6848545,-80.3850173
D0008,VICTOR MARTINEZ,Primary Care,25.6848545,-80.3850173
D0008,WALDO ACEBO,Primary Care,25.8264886,-80.3570584
D0008,FELIX RAMIREZ LABRADA,Primary Care,25.9120402,-80.3197728
D0008,ROBERTO GARCIA DE VARONA,Primary Care,25.9120402,-80.3197728
D0008,YADAY REINA GARCIA,Primary Care,25.9120402,-80.3197728
D0008,PEDRO GARCIA,Primary Care,28.5425672,-81.5875147
D0008,JORGE FLEITES,Primary Care,25.6915683,-80.3824386
D0008,SERGIO GARCIA,Primary Care,25.6913699,-80.3821321
D0008,AUDREY ROBERSON,Primary Care,33.7623859,-84.3714903
D0008,JOEL ISOM,Primary Care,33.3865788,-84.7866002
D0008,NAKATO KIBUYAGA-TRAVIS,Primary Care,33.3865788,-84.7866002
D0008,NATASHA WILLIAMSON,Primary Care,33.7623859,-84.3714903
D0008,AUDREY ROBERSON,Primary Care,33.3865788,-84.7866002
D0008,JOEL ISOM,Primary Care,33.6600998,-84.5144359
D0008,NAKATO KIBUYAGA-TRAVIS,Primary Care,33.6600998,-84.5144359
D0008,NATASHA WILLIAMSON,Primary Care,33.6600998,-84.5144359
D0008,JERRY LEVENTHAL,Primary Care,29.4796922,-81.1928414
D0008,JULIO GONZALEZ,Primary Care,25.705557,-80.2935932
D0008,MIGUEL DIAZ,Primary Care,25.705557,-80.2935932
D0008,SHILKA BABU,Primary Care,29.7224853,-95.4010429
D0008,RIDDHI BODANI,Primary Care,29.722347,-95.4010396
D0008,CHRISTOPHER FINNILA,Primary Care,29.7224853,-95.4010429
D0008,DELFINO GARCIA,Primary Care,29.7223799,-95.4010838
D0008,BRIAN GOLDFARB,Primary Care,29.7223799,-95.4010838
D0008,JENNIFER GUSS,Primary Care,29.7223799,-95.4010838
D0008,BHAKTI KHATRI,Primary Care,29.7226208,-95.4008645
D0008,SUZANNE LASEK NESSELQUIST,Primary Care,29.7224853,-95.4010429
D0008,MATTHEW LENZ,Primary Care,29.7223799,-95.4010838
D0008,SHARON LI,Primary Care,29.722606,-95.4009683
D0008,THOMAS LUX,Primary Care,29.7223799,-95.4010838
D0008,JONATHAN MAGID,Primary Care,29.7223799,-95.4010838
D0008,JENNIFER MEYER,Primary Care,29.7223799,-95.4010838
D0008,HANG MUNSAYAC,Primary Care,29.7228422,-95.400909
D0008,CHRISTOPHER NEVINS,Primary Care,29.7223799,-95.4010838
D0008,KELLY OBRIEN,Primary Care,29.7223799,-95.4010838
D0008,JOHN PAULSEL,Primary Care,29.7223799,-95.4010838
D0008,MARTIN POLIAK,Primary Care,29.7223799,-95.4010838
D0008,ANN RADCLIFFE,Primary Care,29.7224853,-95.4010429
D0008,RUSSELL RADOFF,Primary Care,29.7223799,-95.4010838
D0008,DANIEL SCHATZ,Primary Care,29.7226208,-95.4008645
D0008,TEJAL SHAH,Primary Care,29.7224853,-95.4010429
D0008,DAWN STOECKER-SIMON,Primary Care,29.7229818,-95.4009344
D0008,MARTIN WHITE,Primary Care,29.722347,-95.4010396
D0008,CYNTHIA WILLIAMS,Primary Care,29.722347,-95.4010396
D0008,DIANA CHEN,Primary Care,29.7223799,-95.4010838
D0008,"MEDICAL CLINIC OF HOUSTON, LLP",Primary Care,29.7223799,-95.4010838
D0008,ARCADIA MEDICAL ASSOCIATES PA,Primary Care,27.228422,-81.8504646
D0008,ARCADIA MEDICAL ASSOCIATES PA,Primary Care,27.4950718,-82.5688675
D0008,WAEL ALOKEH,Primary Care,27.228422,-81.8504646
D0008,PAULA BEDO,Primary Care,27.3892603,-82.5445274
D0008,ALVARO CORNEJO COBO,Primary Care,27.228422,-81.8504646
D0008,CHRISTOPHER CORRIVEAU,Primary Care,27.228422,-81.8504646
D0008,SAMIR DAWOD RAJIHA,Primary Care,27.228422,-81.8504646
D0008,DIPESH DERAY,Primary Care,27.3892603,-82.5445274
D0008,JOSEPH GANEY,Primary Care,27.4950718,-82.5688675
D0008,ANNA GRIGGS,Primary Care,27.4950718,-82.5688675
D0008,ZORANA GRUJIC,Primary Care,27.5428258,-81.8108144
D0008,ALANA HOFFMAN,Primary Care,27.3904259,-82.5209049
D0008,NINA LUNDBERG,Primary Care,27.4950718,-82.5688675
D0008,Kalee Moses,Primary Care,27.228422,-81.8504646
D0008,Kalee Moses,Primary Care,27.4950718,-82.5688675
D0008,Christian Reynes,Primary Care,27.3892603,-82.5445274
D0008,JASON GAJRAJ,Primary Care,26.3494008,-80.1588629
D0008,PAUL MURRY,Primary Care,26.3494008,-80.1588629
D0008,JASON GAJRAJ,Primary Care,26.2720384,-80.2596031
D0008,MOHAMED GAJRAJ,Primary Care,26.2720745,-80.2596088
D0008,JORGE RODRIGUEZ,Primary Care,25.7472379,-80.3398488
D0008,CHARLES YANES,Primary Care,25.7048948,-80.2835304
D0008,NORA KHOURY,Primary Care,26.0206029,-80.2793889
D0008,MARGARITA ARMAS,Primary Care,26.0206029,-80.2793889
D0008,WALTER BEW,Primary Care,25.8911633,-80.1807926
D0008,VIVIAN ZHANG,Primary Care,25.9248662,-80.1741862
D0008,MIRNA WAIDELE PA C INC,Primary Care,26.3494008,-80.1588629
D0008,CORAL SPRINGS MEDICAL GROUP INC,Primary Care,26.2720384,-80.2596031
D0008,JORGE RODRIGUEZ MD PA,Primary Care,25.7472379,-80.3398488
D0008,CHARLES YANES MD PA,Primary Care,25.7048948,-80.2835304
D0008,UNIHEALTH PRIMARY CARE LLC,Primary Care,26.0206029,-80.2793889
D0008,GILBERT LEUNG MD PA,Primary Care,25.8911633,-80.1807926
D0008,LENNI FUGAZY,Primary Care,26.5152785,-81.8991335
D0008,ALISON GLASSMAN,Primary Care,26.5152785,-81.8991335
D0008,PHILLIP DAVIS,Primary Care,26.5152785,-81.8991335
D0008,PHILLIP G DAVIS M D P A,Primary Care,26.5152785,-81.8991335
D0008,ADDISON MIZNER MEDICAL LLC,Primary Care,26.3475274,-80.0864288
D0008,ADULT MEDICINE OF LAKE COUNTY INC,Primary Care,28.8145826,-81.6814459
D0008,AGAPE HEALTH MEDICAL CENTER LLC,Primary Care,25.705557,-80.2935932
D0008,AGAPEMD LLC,Specialty,25.0058026,-80.5201337
D0008,AJIT SINGH MD PA,Primary Care,26.3167832,-80.1963113
D0008,AMIEL LEVIN MD PA,Primary Care,25.8142127,-80.1396941
D0008,ANGEL'S MEDICAL COMPANY,Primary Care,26.1762836,-81.7111498
D0008,ANTONIO MORA MD PA,Primary Care,25.8679606,-80.3113271
D0008,ARENA MEDICAL GROUP LLC,Primary Care,26.2763025,-80.1223405
D0008,AURELIO MITJANS MD PA,Diagnostics,25.8457537,-80.2671207
D0008,BARBARA ANN SCHERER MD PA,Specialty,26.1895513,-80.1194131
D0008,BEHNAM BIRGANI DO PA,Primary Care,26.1848375,-80.1174233
D0008,BIRJIS K ALAM M D P A,Primary Care,25.9802657,-80.3169804
D0008,CABRERA MEDICAL SERVICES INC,Primary Care,25.747128,-80.262399
D0008,CARLOS A CORRALES MD LLC,Primary Care,26.2659382,-80.200413
D0008,CARLOS DELGADO MD PA,Primary Care,25.8778167,-80.3226609
D0008,CARLOS F VALLEJO MD PA,Primary Care,25.9110906,-80.2959318
D0008,CARLOS L DOMINGUEZ MD PA,Primary Care,28.9151276,-81.2204854
D0008,"CENTRAL FLORIDA MEDICAL ASSOCIATES, INC",Primary Care,28.9152661,-81.3023313
D0008,CENTRAL MEDICAL GROUP PA,Primary Care,26.2668429,-80.249208
D0008,CHRISTIAN GONZALEZ MD LLC,Specialty,25.9694519,-80.1463042
D0008,CINDY MARIKA D O P A,Primary Care,26.0980793,-80.3851751
D0008,CR MEDICAL GROUP INC,Diagnostics,25.6239423,-80.4133917
D0008,DR JORGE TRAVIESO MD PA,Primary Care,25.8705526,-80.3304216
D0008,DR WENTWORTH JARRETT PA,Primary Care,25.646374,-80.4033995
D0008,EDUARDO A. REYES MD PA,Primary Care,25.8813371,-80.3268612
D0008,ELENA R VALOR MD PA,Primary Care,25.7012042,-80.3432036
D0008,EMERALD HILLS MEDICAL CENTER INC,Primary Care,26.0323054,-80.1835608
D0008,ENRIQUE C FERNANDEZ MD PA,Primary Care,25.7311744,-80.3847714
D0008,FELIX E GUZMAN MD PA,Primary Care,25.6556807,-80.3977868
D0008,HAMMOCK MEDICAL CENTER INC,Diagnostics,25.6978689,-80.4373749
D0008,HERNANDO GIRALDO MD INC,Primary Care,26.0067631,-80.3196133
D0008,HUMAIRA KHAN MD PA,Primary Care,26.16305,-80.21684
D0008,HUMBERTO C MACHADO JR MD PA,Primary Care,25.7648922,-80.2583114
D0008,"JAMES S. PRINE, M.D. PA",Primary Care,26.2566977,-80.2354675
D0008,JF PRIMARY CARE MD PA,Primary Care,25.6915683,-80.3824386
D0008,"JOHN BANCROFT HYLTON M.D,P.A",Primary Care,26.0494767,-80.3123447
D0008,JORGE M BARCENAS MD PA,Primary Care,25.6699903,-80.443808
D0008,JOSE A COBIELLA MD PA,Primary Care,25.4796786,-80.4777988
D0008,JOSE M TORRES AND ASSOCIATES MD PA,Primary Care,26.0288142,-80.2481206
D0008,"JOSE ORCASITA-NG, LLC",Primary Care,25.8873245,-80.3081715
D0008,JULIAN MARQUEZ MD PA,Primary Care,25.8833665,-80.3262779
D0008,JUVENAL E MARTINEZ MD PA,Primary Care,25.6848545,-80.3850173
D0008,LIFETIME FAMILY URGENT CARE LLC,Primary Care,28.24113,-82.326988
D0008,LOPEZ MEDICAL PRACTICE LLC,Primary Care,25.7755406,-80.2636781
D0008,MANUEL PEREZ-ESPINOSA MD PA,Primary Care,25.7716953,-80.2536727
D0008,MARAY ROCHER MD PA,Primary Care,25.86716,-80.280717
D0008,MARCO A NOVA MD PA,Primary Care,25.925598,-80.300699
D0008,MEDHEALTH CLINICAL INC,Primary Care,28.5425672,-81.5875147
D0008,MED-CARE MEDICAL CENTER INC,Primary Care,25.7458033,-80.3529582
D0008,MEDI CLINICS PRIMARY CARE LLC,Specialty,27.9397702,-82.4931224
D0008,MEDICAL OFFICES OF SCOTT B HALPERIN PA,Primary Care,25.8859829,-80.3252184
D0008,MEDICAL SPECIALTY GROUP OF SOUTH FLORIDA LLC,Diagnostics,26.4385515,-80.1195357
D0008,MERCEDES J VAZQUEZ MD PA,Primary Care,25.4796786,-80.4777988
